tracking_number,package_type,carrier,weight_kg,length_cm,width_cm,height_cm,volume_cm3,origin_city,origin_state,origin_zip,destination_city,destination_state,destination_zip,current_status,estimated_delivery,actual_delivery,special_handling,insurance_value,signature_required,description
USP695905055,Overnight,USPS,24.38,43.35,74.16,69.28,222723.84,person personperson,New Jersey,18654,personperson,Ohio,85270,PackageStatus.IN_TRANSIT,2025-05-11 12:10:30,,False,4268.65,False,"Overnight package weighing 24.38kg, dimensions: 43.35x74.16x69.28cm, volume: 222723.84cm³"
DHL774489131,Priority,DHL,32.44,88.68,78.66,54.4,379470.94,personperson,Minnesota,57118,person personperson,Georgia,94381,PackageStatus.OUT_FOR_DELIVERY,2025-05-07 00:56:46,,False,,False,"Priority package weighing 32.44kg, dimensions: 88.68x78.66x54.4cm, volume: 379470.94cm³"
Ama955723917,Refrigerated,Amazon Logistics,29.12,41.0,9.74,41.2,16452.81,personperson,Alabama,59802,person personperson,Rhode Island,96741,PackageStatus.DELIVERED,2025-05-13 05:35:32,,True,,False,"Refrigerated package weighing 29.12kg, dimensions: 41.0x9.74x41.2cm, volume: 16452.81cm³"
UPS701637604,Standard,UPS,42.42,89.86,67.81,56.4,343668.13,personperson,Virginia,28246,person person,Mississippi,20634,PackageStatus.DELIVERED,2025-05-16 19:52:53,,False,900.99,False,"Standard package weighing 42.42kg, dimensions: 89.86x67.81x56.4cm, volume: 343668.13cm³"
USP563658825,Express,USPS,21.83,46.83,5.89,51.05,14081.06,person personperson,North Dakota,41276,personperson,Oregon,08440,PackageStatus.IN_TRANSIT,2025-05-06 18:45:04,,False,,True,"Express package weighing 21.83kg, dimensions: 46.83x5.89x51.05cm, volume: 14081.06cm³"
USP311975584,Priority,USPS,29.55,99.76,57.01,52.37,297844.82,person personperson,Illinois,35133,person person,Minnesota,12111,PackageStatus.IN_TRANSIT,2025-05-12 12:32:43,,False,992.72,False,"Priority package weighing 29.55kg, dimensions: 99.76x57.01x52.37cm, volume: 297844.82cm³"
Ama269966399,Hazardous Materials,Amazon Logistics,6.35,84.41,35.41,38.45,114925.44,person personperson,Florida,40048,personperson,Maryland,55428,PackageStatus.DELIVERED,2025-05-08 09:15:46,,True,4878.99,False,"Hazardous Materials package weighing 6.35kg, dimensions: 84.41x35.41x38.45cm, volume: 114925.44cm³"
Ama9428333,Standard,Amazon Logistics,2.39,67.29,73.21,50.93,250896.5,personperson,Missouri,72090,person personperson,Washington,08738,PackageStatus.DELIVERED,2025-05-16 19:23:30,,False,2330.94,True,"Standard package weighing 2.39kg, dimensions: 67.29x73.21x50.93cm, volume: 250896.5cm³"
UPS32577029,Priority,UPS,18.09,61.15,42.43,32.94,85465.94,personperson,Minnesota,53265,personperson,Texas,30561,PackageStatus.IN_TRANSIT,2025-05-03 21:32:21,,False,3306.53,False,"Priority package weighing 18.09kg, dimensions: 61.15x42.43x32.94cm, volume: 85465.94cm³"
Ama883261974,Standard,Amazon Logistics,19.07,58.4,26.73,5.37,8382.74,person person,Colorado,07015,personperson,Alaska,48181,PackageStatus.DELIVERED,2025-05-06 20:11:52,,False,,True,"Standard package weighing 19.07kg, dimensions: 58.4x26.73x5.37cm, volume: 8382.74cm³"
Ama38650442,Fragile,Amazon Logistics,1.38,15.88,46.31,63.0,46330.38,personperson,California,97753,personperson,Pennsylvania,71789,PackageStatus.DELIVERED,2025-05-05 11:40:02,,True,,True,"Fragile package weighing 1.38kg, dimensions: 15.88x46.31x63.0cm, volume: 46330.38cm³"
UPS910678472,International,UPS,25.28,36.81,46.95,19.56,33804.17,person personperson,Virginia,81643,person personperson,Nevada,77979,PackageStatus.DELIVERED,2025-05-12 14:17:04,,False,,False,"International package weighing 25.28kg, dimensions: 36.81x46.95x19.56cm, volume: 33804.17cm³"
USP135292991,Fragile,USPS,25.06,25.61,13.03,89.38,29825.95,person personperson,Hawaii,83113,person personperson,Alabama,26605,PackageStatus.DELIVERED,2025-05-16 13:31:31,,True,,True,"Fragile package weighing 25.06kg, dimensions: 25.61x13.03x89.38cm, volume: 29825.95cm³"
USP664540277,Hazardous Materials,USPS,1.42,46.09,76.47,48.93,172453.9,personperson,Minnesota,82280,personperson,South Dakota,25680,PackageStatus.DELIVERED,2025-05-06 13:46:54,,True,740.97,False,"Hazardous Materials package weighing 1.42kg, dimensions: 46.09x76.47x48.93cm, volume: 172453.9cm³"
DHL182064503,Refrigerated,DHL,42.51,96.25,44.15,49.87,211919.45,person person,Pennsylvania,11538,person person,Oklahoma,38654,PackageStatus.OUT_FOR_DELIVERY,2025-05-12 22:51:09,,True,,False,"Refrigerated package weighing 42.51kg, dimensions: 96.25x44.15x49.87cm, volume: 211919.45cm³"
USP802179827,Standard,USPS,7.93,49.01,8.38,42.13,17302.95,personperson,Kansas,91004,personperson,Ohio,81905,PackageStatus.OUT_FOR_DELIVERY,2025-05-15 01:00:28,,False,,True,"Standard package weighing 7.93kg, dimensions: 49.01x8.38x42.13cm, volume: 17302.95cm³"
USP914537642,Standard,USPS,24.07,53.1,39.55,35.4,74343.72,person personperson,Rhode Island,81690,person personperson,Florida,39411,PackageStatus.RETURNED,2025-05-13 23:10:07,,False,,True,"Standard package weighing 24.07kg, dimensions: 53.1x39.55x35.4cm, volume: 74343.72cm³"
DHL8555715,Refrigerated,DHL,5.23,63.66,46.4,16.58,48974.4,personperson,Alabama,44213,personperson,South Dakota,66486,PackageStatus.OUT_FOR_DELIVERY,2025-05-14 22:36:39,,True,,True,"Refrigerated package weighing 5.23kg, dimensions: 63.66x46.4x16.58cm, volume: 48974.4cm³"
Ama407116740,Express,Amazon Logistics,49.81,33.21,58.3,30.74,59517.04,person person,New Hampshire,55829,personperson,New York,15918,PackageStatus.OUT_FOR_DELIVERY,2025-05-03 12:08:36,,False,,True,"Express package weighing 49.81kg, dimensions: 33.21x58.3x30.74cm, volume: 59517.04cm³"
UPS476504301,Refrigerated,UPS,38.49,54.35,35.68,36.71,71188.33,person personperson,North Carolina,28521,personperson,Tennessee,60150,PackageStatus.OUT_FOR_DELIVERY,2025-05-17 07:52:11,,True,,False,"Refrigerated package weighing 38.49kg, dimensions: 54.35x35.68x36.71cm, volume: 71188.33cm³"
Ama792677203,Refrigerated,Amazon Logistics,40.84,29.27,69.57,83.79,170622.74,personperson,Tennessee,32809,personperson,Connecticut,72132,PackageStatus.OUT_FOR_DELIVERY,2025-05-07 06:50:22,,True,2058.21,True,"Refrigerated package weighing 40.84kg, dimensions: 29.27x69.57x83.79cm, volume: 170622.74cm³"
USP197925182,Fragile,USPS,0.96,58.7,48.73,76.72,219453.8,personperson,Arizona,58461,personperson,Kansas,41369,PackageStatus.DELIVERED,2025-05-15 13:50:50,,True,,False,"Fragile package weighing 0.96kg, dimensions: 58.7x48.73x76.72cm, volume: 219453.8cm³"
Ama307971247,Hazardous Materials,Amazon Logistics,29.33,46.2,33.44,34.35,53068.28,person personperson,West Virginia,79036,personperson,Alabama,35217,PackageStatus.RETURNED,2025-05-08 02:25:15,,True,,False,"Hazardous Materials package weighing 29.33kg, dimensions: 46.2x33.44x34.35cm, volume: 53068.28cm³"
USP914282669,International,USPS,6.54,91.15,33.84,64.45,198797.06,person person,Oklahoma,26335,personperson,New York,82433,PackageStatus.DELIVERED,2025-05-07 01:01:40,,False,,True,"International package weighing 6.54kg, dimensions: 91.15x33.84x64.45cm, volume: 198797.06cm³"
Ama991375139,Hazardous Materials,Amazon Logistics,19.4,37.01,98.79,42.22,154365.52,person personperson,Hawaii,79053,personperson,Vermont,45697,PackageStatus.DELIVERED,2025-05-11 04:13:08,,True,,True,"Hazardous Materials package weighing 19.4kg, dimensions: 37.01x98.79x42.22cm, volume: 154365.52cm³"
Fed757575487,Overnight,FedEx,25.57,39.81,11.38,81.82,37067.55,personperson,New York,03422,personperson,Idaho,66684,PackageStatus.IN_TRANSIT,2025-05-17 06:01:16,,False,,True,"Overnight package weighing 25.57kg, dimensions: 39.81x11.38x81.82cm, volume: 37067.55cm³"
Ama423017757,Express,Amazon Logistics,5.84,90.28,50.51,24.41,111310.64,person personperson,Virginia,92752,person personperson,Hawaii,15314,PackageStatus.EXCEPTION,2025-05-07 21:47:02,,False,2149.97,True,"Express package weighing 5.84kg, dimensions: 90.28x50.51x24.41cm, volume: 111310.64cm³"
DHL785488564,Priority,DHL,11.27,67.43,62.85,96.27,407989.9,person personperson,Colorado,79983,person personperson,Washington,12273,PackageStatus.OUT_FOR_DELIVERY,2025-05-06 21:44:15,,False,,False,"Priority package weighing 11.27kg, dimensions: 67.43x62.85x96.27cm, volume: 407989.9cm³"
UPS742820103,Refrigerated,UPS,42.78,36.66,95.07,26.04,90756.33,person personperson,Tennessee,87030,personperson,Oklahoma,18563,PackageStatus.DELIVERED,2025-05-15 20:15:56,,True,1855.13,False,"Refrigerated package weighing 42.78kg, dimensions: 36.66x95.07x26.04cm, volume: 90756.33cm³"
Fed904757725,Overnight,FedEx,37.99,69.98,29.12,48.4,98630.37,person personperson,Arizona,35850,person person,Montana,50938,PackageStatus.PROCESSING,2025-05-12 00:25:27,,False,,True,"Overnight package weighing 37.99kg, dimensions: 69.98x29.12x48.4cm, volume: 98630.37cm³"
Fed24730207,Express,FedEx,40.56,54.97,40.69,21.5,48089.68,personperson,Mississippi,94876,personperson,Washington,96756,PackageStatus.DELIVERED,2025-05-09 14:54:28,,False,,False,"Express package weighing 40.56kg, dimensions: 54.97x40.69x21.5cm, volume: 48089.68cm³"
Fed138678092,Standard,FedEx,38.69,41.26,43.34,79.69,142502.33,person personperson,Minnesota,99349,person personperson,North Carolina,27190,PackageStatus.DELIVERED,2025-05-07 09:43:25,,False,973.87,True,"Standard package weighing 38.69kg, dimensions: 41.26x43.34x79.69cm, volume: 142502.33cm³"
DHL535313153,Priority,DHL,38.56,99.49,11.27,13.19,14789.32,personperson,Nebraska,36518,person person,Arkansas,39679,PackageStatus.IN_TRANSIT,2025-05-08 14:33:22,,False,1616.94,False,"Priority package weighing 38.56kg, dimensions: 99.49x11.27x13.19cm, volume: 14789.32cm³"
UPS7461081,Express,UPS,37.28,94.22,95.8,86.51,780863.14,personperson,California,77671,person personperson,Utah,91440,PackageStatus.IN_TRANSIT,2025-05-01 18:08:21,,False,865.45,True,"Express package weighing 37.28kg, dimensions: 94.22x95.8x86.51cm, volume: 780863.14cm³"
Fed843124796,Express,FedEx,48.21,80.64,35.28,71.91,204582.45,personperson,Oklahoma,17458,person personperson,New Mexico,02835,PackageStatus.DELIVERED,2025-05-05 12:06:47,,False,,True,"Express package weighing 48.21kg, dimensions: 80.64x35.28x71.91cm, volume: 204582.45cm³"
USP467254588,Fragile,USPS,20.62,25.17,14.4,91.99,33341.59,person person,Ohio,38682,personperson,Kansas,50695,PackageStatus.OUT_FOR_DELIVERY,2025-05-04 15:41:06,,True,,False,"Fragile package weighing 20.62kg, dimensions: 25.17x14.4x91.99cm, volume: 33341.59cm³"
USP294898047,Priority,USPS,26.02,22.66,87.49,73.06,144843.16,person person,California,48283,person personperson,Delaware,40276,PackageStatus.OUT_FOR_DELIVERY,2025-05-12 08:06:45,,False,,True,"Priority package weighing 26.02kg, dimensions: 22.66x87.49x73.06cm, volume: 144843.16cm³"
Fed549370976,Express,FedEx,2.22,19.63,6.15,37.19,4489.74,personperson,Texas,45739,personperson,Oklahoma,76812,PackageStatus.IN_TRANSIT,2025-05-11 01:51:56,,False,1539.69,False,"Express package weighing 2.22kg, dimensions: 19.63x6.15x37.19cm, volume: 4489.74cm³"
Fed887901887,International,FedEx,19.37,60.47,81.73,39.34,194426.66,personperson,Illinois,81613,person person,Alaska,81164,PackageStatus.DELIVERED,2025-05-10 07:42:46,,False,,True,"International package weighing 19.37kg, dimensions: 60.47x81.73x39.34cm, volume: 194426.66cm³"
UPS857834066,Fragile,UPS,23.01,7.73,59.7,97.63,45054.39,personperson,New Mexico,37302,person person,Arkansas,77884,PackageStatus.OUT_FOR_DELIVERY,2025-05-13 21:51:18,,True,2587.26,True,"Fragile package weighing 23.01kg, dimensions: 7.73x59.7x97.63cm, volume: 45054.39cm³"
Ama718274540,Overnight,Amazon Logistics,24.61,23.22,18.89,62.38,27361.48,person person,Virginia,50287,person personperson,Nevada,80689,PackageStatus.IN_TRANSIT,2025-05-12 20:03:12,,False,,False,"Overnight package weighing 24.61kg, dimensions: 23.22x18.89x62.38cm, volume: 27361.48cm³"
DHL362684984,Refrigerated,DHL,39.27,75.09,62.8,67.39,317787.79,person person,Tennessee,36456,person personperson,Iowa,60749,PackageStatus.IN_TRANSIT,2025-05-16 22:06:48,,True,,False,"Refrigerated package weighing 39.27kg, dimensions: 75.09x62.8x67.39cm, volume: 317787.79cm³"
Ama118474124,Priority,Amazon Logistics,38.3,39.48,29.3,70.71,81794.78,personperson,Virginia,07122,personperson,Rhode Island,90181,PackageStatus.IN_TRANSIT,2025-05-11 16:08:59,,False,3514.88,True,"Priority package weighing 38.3kg, dimensions: 39.48x29.3x70.71cm, volume: 81794.78cm³"
Fed991679681,Overnight,FedEx,23.14,92.77,62.54,37.34,216640.55,personperson,Maryland,93914,personperson,Washington,32999,PackageStatus.IN_TRANSIT,2025-05-02 20:10:51,,False,,True,"Overnight package weighing 23.14kg, dimensions: 92.77x62.54x37.34cm, volume: 216640.55cm³"
UPS585047088,Standard,UPS,5.52,99.39,27.83,23.67,65471.78,person person,Arkansas,54926,personperson,Florida,51684,PackageStatus.DELIVERED,2025-05-05 16:37:23,,False,,False,"Standard package weighing 5.52kg, dimensions: 99.39x27.83x23.67cm, volume: 65471.78cm³"
UPS221723089,Hazardous Materials,UPS,12.72,68.18,31.93,12.22,26602.79,person person,Colorado,71233,person person,Michigan,56789,PackageStatus.DELIVERED,2025-05-11 22:54:38,,True,4815.67,True,"Hazardous Materials package weighing 12.72kg, dimensions: 68.18x31.93x12.22cm, volume: 26602.79cm³"
DHL877978018,Standard,DHL,31.98,77.29,25.87,47.95,95875.66,personperson,Montana,86692,personperson,Michigan,23333,PackageStatus.DELIVERED,2025-05-04 20:34:13,,False,,False,"Standard package weighing 31.98kg, dimensions: 77.29x25.87x47.95cm, volume: 95875.66cm³"
Fed221777102,Fragile,FedEx,12.01,79.72,59.31,49.16,232437.98,person person,Oklahoma,14209,person person,Washington,29806,PackageStatus.DELIVERED,2025-05-03 02:25:06,,True,,False,"Fragile package weighing 12.01kg, dimensions: 79.72x59.31x49.16cm, volume: 232437.98cm³"
UPS258915106,Fragile,UPS,13.35,28.31,67.1,83.56,158730.66,personperson,Virginia,76771,personperson,Vermont,84099,PackageStatus.DELIVERED,2025-05-13 05:00:05,,True,4371.42,False,"Fragile package weighing 13.35kg, dimensions: 28.31x67.1x83.56cm, volume: 158730.66cm³"
DHL370925879,Hazardous Materials,DHL,4.9,17.46,92.47,24.42,39426.73,personperson,Arizona,64987,person personperson,Arkansas,33217,PackageStatus.DELIVERED,2025-05-05 23:21:51,,True,,False,"Hazardous Materials package weighing 4.9kg, dimensions: 17.46x92.47x24.42cm, volume: 39426.73cm³"
DHL903758858,Express,DHL,15.27,84.62,68.75,73.64,428409.91,personperson,Kentucky,43611,personperson,Connecticut,62487,PackageStatus.EXCEPTION,2025-05-02 20:31:09,,False,,True,"Express package weighing 15.27kg, dimensions: 84.62x68.75x73.64cm, volume: 428409.91cm³"
Fed138153448,Priority,FedEx,25.82,52.96,98.01,99.0,513870.35,person personperson,New Jersey,02948,personperson,Alaska,32831,PackageStatus.IN_TRANSIT,2025-05-04 02:20:01,,False,4919.99,False,"Priority package weighing 25.82kg, dimensions: 52.96x98.01x99.0cm, volume: 513870.35cm³"
Fed358951261,Standard,FedEx,28.06,13.3,51.05,13.94,9464.77,personperson,New Hampshire,11885,person person,Connecticut,42781,PackageStatus.OUT_FOR_DELIVERY,2025-05-07 16:31:05,,False,4900.44,True,"Standard package weighing 28.06kg, dimensions: 13.3x51.05x13.94cm, volume: 9464.77cm³"
UPS309032136,Refrigerated,UPS,24.49,38.18,67.05,10.09,25830.09,person person,Kansas,15514,person person,Missouri,67457,PackageStatus.DELIVERED,2025-05-10 04:06:46,,True,,True,"Refrigerated package weighing 24.49kg, dimensions: 38.18x67.05x10.09cm, volume: 25830.09cm³"
Fed752899807,Fragile,FedEx,44.55,47.38,32.01,49.91,75695.19,personperson,North Dakota,02195,personperson,Mississippi,41194,PackageStatus.DELIVERED,2025-05-17 08:37:24,,True,2940.42,False,"Fragile package weighing 44.55kg, dimensions: 47.38x32.01x49.91cm, volume: 75695.19cm³"
UPS329047537,Express,UPS,28.25,88.17,29.98,98.19,259549.22,person person,Connecticut,83775,person personperson,Montana,37172,PackageStatus.IN_TRANSIT,2025-05-11 16:50:43,,False,,False,"Express package weighing 28.25kg, dimensions: 88.17x29.98x98.19cm, volume: 259549.22cm³"
DHL594435972,Hazardous Materials,DHL,40.99,47.04,38.49,86.16,155998.68,person person,Vermont,15784,personperson,Kansas,07479,PackageStatus.DELIVERED,2025-05-16 15:35:27,,True,,True,"Hazardous Materials package weighing 40.99kg, dimensions: 47.04x38.49x86.16cm, volume: 155998.68cm³"
Ama508332333,Standard,Amazon Logistics,23.28,69.59,94.68,39.49,260190.97,person person,Mississippi,48894,personperson,Delaware,85831,PackageStatus.EXCEPTION,2025-05-03 12:37:09,,False,,False,"Standard package weighing 23.28kg, dimensions: 69.59x94.68x39.49cm, volume: 260190.97cm³"
Ama257112710,Priority,Amazon Logistics,23.7,74.82,65.65,48.37,237590.2,person personperson,Arizona,18177,personperson,Georgia,87032,PackageStatus.OUT_FOR_DELIVERY,2025-05-03 08:35:06,,False,,False,"Priority package weighing 23.7kg, dimensions: 74.82x65.65x48.37cm, volume: 237590.2cm³"
DHL898524573,Priority,DHL,44.94,60.93,35.77,23.65,51544.37,person person,Connecticut,27952,personperson,Louisiana,68030,PackageStatus.IN_TRANSIT,2025-05-10 08:40:33,,False,,False,"Priority package weighing 44.94kg, dimensions: 60.93x35.77x23.65cm, volume: 51544.37cm³"
Fed89766678,Overnight,FedEx,41.33,36.81,27.37,66.86,67360.76,person person,Delaware,26712,personperson,Massachusetts,50550,PackageStatus.PROCESSING,2025-05-05 19:24:14,,False,2666.34,False,"Overnight package weighing 41.33kg, dimensions: 36.81x27.37x66.86cm, volume: 67360.76cm³"
Ama179018200,Hazardous Materials,Amazon Logistics,0.85,7.05,70.65,37.19,18523.69,person person,New Hampshire,91002,person person,Florida,05911,PackageStatus.DELIVERED,2025-05-06 17:12:43,,True,,False,"Hazardous Materials package weighing 0.85kg, dimensions: 7.05x70.65x37.19cm, volume: 18523.69cm³"
DHL30179447,Express,DHL,31.46,14.95,88.51,51.53,68185.76,personperson,Georgia,96085,personperson,Oregon,43807,PackageStatus.DELIVERED,2025-05-02 05:05:54,,False,,False,"Express package weighing 31.46kg, dimensions: 14.95x88.51x51.53cm, volume: 68185.76cm³"
Fed827260262,Refrigerated,FedEx,6.0,92.02,17.71,90.74,147876.64,person personperson,Rhode Island,50537,personperson,New Mexico,78978,PackageStatus.OUT_FOR_DELIVERY,2025-05-08 17:30:40,,True,,True,"Refrigerated package weighing 6.0kg, dimensions: 92.02x17.71x90.74cm, volume: 147876.64cm³"
USP181051962,Standard,USPS,17.1,64.77,91.7,24.33,144505.82,person person,Rhode Island,42962,person personperson,Oklahoma,83440,PackageStatus.OUT_FOR_DELIVERY,2025-05-06 15:27:11,,False,,True,"Standard package weighing 17.1kg, dimensions: 64.77x91.7x24.33cm, volume: 144505.82cm³"
Ama427124084,Hazardous Materials,Amazon Logistics,47.3,57.3,9.16,99.76,52360.83,personperson,Virginia,99783,personperson,Iowa,16990,PackageStatus.DELIVERED,2025-05-02 20:13:03,,True,,True,"Hazardous Materials package weighing 47.3kg, dimensions: 57.3x9.16x99.76cm, volume: 52360.83cm³"
USP640679562,Express,USPS,23.1,31.46,36.44,55.43,63545.09,person personperson,Vermont,95205,person personperson,Louisiana,37219,PackageStatus.DELIVERED,2025-05-06 04:56:05,,False,3786.31,False,"Express package weighing 23.1kg, dimensions: 31.46x36.44x55.43cm, volume: 63545.09cm³"
Fed442874217,Overnight,FedEx,26.72,99.94,52.55,40.08,210494.03,person person,Maine,89845,person person,Oregon,74145,PackageStatus.IN_TRANSIT,2025-05-14 12:37:38,,False,,True,"Overnight package weighing 26.72kg, dimensions: 99.94x52.55x40.08cm, volume: 210494.03cm³"
